id,tweet_id,content,concerns
2710,1336957687108689920t,@TheMachiavell10 @CNN Would be 8/22000 (vaccine group) IF they had followed up with all 22k volunteers. Pfizer has announced they followed up w/ 9536 in the vax group for safety evaluation so who knows what side effects the other half developed.,rushed side-effect 
2711,1333408871772160000t,"@moderna_tx Did you know that moderna is trying to vaccinate the placebo group as soon as that are unblinded? Therefore eliminating any long-term safety data. If you’re severely injured by it, they can easily deny it was the vaccine.",side-effect 
2712,1392810066542202885t,@cm677427 @jmbenson1491 @Rburd1 @SykesCharlie They are all the same working for Masonic Rockefeller’s Illuminati. No one moves up the ladder without their approval. Which is why he’s not speaking out about vaccine deaths.,side-effect 
2713,1334603333936541700t,"So an ex senior Pfizer chap is saying Covac sterilises women. If my kids take it. If that happens. Can you think of anywhere in the universe, the people responsible could hide.... I’d just want to be very sure about this say 2030 sure.... Erm ☠️☠️☠️",side-effect 
2714,1355265665712709633t,@WayneRi11411749 Well not the pfizer vaccine for sure. It comes from belgium,none 
2715,1414464976849235969t,Premier Steven Marshall said the Therapeutic Goods Administration confirmed a case of thrombosis with thrombocytopenia syndrome (TTS) in a 72-year-old woman was likely linked to the AstraZeneca vaccine. https://t.co/w3e6TpX8Tv,side-effect 
2716,1377096831365079058t,"@TeeCain_ I told @LRubinson that I am not taking a vaccine. I am not kidding, either.",none 
2717,1373366862168391687t,"@Damian_cfe @Heliosdieu @mi6rogue No vaccine is tested long term. Nor new drugs. And tell me, what are the long term effects of fecking COVID?",side-effect 
2718,1333390171689996290t,@L4AH4N @10DowningStreet @BorisJohnson Feel free to have a new untested vaccine. Available data is not good enough.,rushed 
2719,1305849070456655872t,#MAGA2020 #Trump #Trump2020 #Republicans I really like Trump and hope he gets reelected. But in this case he is wrong! Not even the Chinese have an isolate of the Corona virus yet! So how do they plan to produce a vaccine? And pls inject the Dems first! https://t.co/o4OMvfkTZT,political country 
2720,1371886467849592834t,@ryancapperauld I had the Oxford vaccine and within two weeks I had to go hospital with blood clots on my lungs. I have never had this before. It must be linked.,side-effect 
2721,1305512272366796802t,"@pfizer boycott Pfizer for attempting to interfere in our election. Any news announced within two months of election is interference. If you have a viable vaccine, announce it after the election. Plenty of time to announce and distribute.",political 
2722,1379832880692670474t,"The European Medicines Agency safety committee confirmed that the Oxford-AstraZeneca COVID-19 vaccine can cause blood clots in some patients. Despite the rare blood clots, the agency insisted that the benefits outweigh the risks. https://t.co/ZYTAYjFMdp",side-effect 
2723,1370171714160713734t,"""A 39-year-old healthy single mother from Utah died four days after ... second dose of the Moderna COVID-19 vaccine..."" ""...family said that Kassidi Kurill “had more energy” than most people around her and was a happy person with no known health problems."" https://t.co/IfYwXgLb1x",side-effect 
2724,1254756119802773505t,"@jamesgraham521 @CL4Syr @YouTube also know when big pharma is involved in trying to create a vaccine they cut corners, so I don’t trust them either. I’m not anti-vaccine, all my kids are up to date. But now I know what questions to ask I will make sure from now on I get the right vaccine to suit my kids.",pharma 
2725,1255863031537565697t,Okay! I think VACCINES ARE HARMFUL > so now I'm a Russian Agent! Health information is monopolised by pharmaceutical medicine > our media is censoring health debate Why isn't it possible to debate openly whether pharmaceutical drugs/vaccines are harmful? https://t.co/KT4Iuu9hz1,none
2726,1384188736234160130t,"A clotting disorder that may be linked to the Johnson & Johnson Covid vaccine is very rare, but so severe — causing strokes in young people — that experts put the vaccine on hold. Here's what happened to some of the women who've had the condition. https://t.co/hwJBwa0ZwD",side-effect 
2727,1335073013998477313t,@nyeannebevan 👆@CMO_England @MattHancock @BorisJohnson @BBC @BBCr4today Will you publish the details around the terms of indemnity granted to vaccine manufacturers & trial data? Without transparency you won't persuade us. This allergy to transparency is counter productive. cc @RichardBurgon,pharma rushed 
2728,1338971294746902530t,"@cynthiamckinney Cynthia, anybody is brain-dead crazy to take these Gates/Fauci /Modera/Pfizer monstrosity rDNA nanobots!",side-effect 
2729,1365624456127934464t,@SimonLeggett5 @DaveofBrighton So you’re saying that the only way to “get our lives back” is to have a vaccine? For a virus that has no long term effects for +99% of the population? A vaccine that won’t stop you getting or transmitting the virus? 🤔,ineffective 
2730,988294142202601472t,@ComposerBarton @RealJamesWoods Vaccinations can be dangerous like the small pox vaccination.,side-effect 
2731,1358164133959581697t,"@CarmenShier @CBCNews ""Doctors said they think it's the metals in the vaccine that's causing her to have the neurological reaction"" 2:15 Jan 18, 2021 RT Woman's severe reaction to Pfizer COVID vaccine prompts investigation - YouTube https://t.co/HmERAKa5qy",side-effect 
2732,1365922895113895945t,@SophyRidgeSky they dont want to allow freedom before enslaving everyone with the 'vaccine passport',mandatory 
2733,1355947692149649409t,@BetckeTimo @adamjohnritchie @JennerInstitute You haven’t got a clue mate. Study the manufacturing processes then you might realise the problems also uk paid for the development of the vaccine then handed it over to AZ. So I don’t think the EU are in any position to take uk allowance . vaccines are in France they don’t work,none
2734,1432306086040596484t,2 men die in Japan after receiving Moderna COVID vaccine #moderna #modernanews #covid19 #coronavirus #coronavirusvaccine #takedapharma https://t.co/qEbHi2Vblz,side-effect 
2735,1339558273767383045t,@DrBenTapper1 @and_kell @dr What was the health status of the 6 people who died after receiving the corona virus vaccine? Can it be determined if vaccination was the primary cause of death? We need more widespread use of metabolomics to investigate differences in vulnerability to vaccines & illnesses.,rushed side-effect 
2736,1374447026432143366t,#masks do nothing physical - they are just psychological chains to keep the #sheeple enslave to #vaccine and tracking mandate all over the world #COVID19 bullshit is the #JimJones #koolaid of 2020s,mandatory conspiracy 
2737,1413016053613879323t,Young woman stricken with Tourette’s symptoms after 2nd dose of Moderna Vaccine… https://t.co/gz9J5cMUKS,side-effect 
2738,1350018876042567686t,"If you are <40, healthy & fit and have no conditions or situations that may put you at extra risk, you DO NOT need a vaccine for #covid19. 0% risk from infection. High asymptomatic %. If you've had covid, you have immunity. The 'vaccine' may not prevent transmission or infection.",unnecessary 
2739,1364167241055563778t,"A daughter of a doctor who died suddenly 3 days after getting the Moderna #covidvaccine made a tribute video & put it on TikTok. Because she mentioned the vaccine it was removed for ""going against community guidelines"". Think of all the crap allowed on TikTok. #censorship is real",side-effect 
2740,1325862310326439936t,Cuomo says that he will not take the Pfizer vaccine when its ready. Great news!,none
2741,1400044402916179969t,"Israel sees probable link between Pfizer $PFE $BNTX vaccine and myocarditis cases ""there is a probable link between receiving the second dose vaccine and the appearance of myocarditis among men aged 16 to 30"" https://t.co/s7giFstDBf",side-effect 
2742,1380430231903870980t,@JujuliaGrace @doctor_oxford @KailashChandOBE Imagine that! A doctor actually reporting on the adverse effects of the #Covid_19 #vaccines! I guess she is not earning the same fees as other #Doctors,side-effect 
2743,1354841702737960962t,@WSJ It is both a reasonable caution and a CYA insurance protection. Nobody really knows what the consequences might be.  I don’t believe anybody has carried full-term after receiving the vaccine.,none
2744,1337572148584570880t,"@DidlerBette Dr. Mikovits warned Months ago that HIV had been added to the CV vaccs. Now, after taking the Pfizer CV Vacc, volunteers are having,"" False Positive HIV"",test results..Uh huh...sure they are False +...She warned us!!",rushed side-effect 
2745,1364625306477342725t,@JosephOxley14 @Correction2016 @SkyNews Then they don’t have it! But has this vaccine been made from aborted baby cells? 🤔 but if they refuse it then they will be unable to return to normal things to do if they hopefully bring in the vaccine passports 👍🏼,mandatory 
2746,1377536647793942528t,@Iromg Lets face it 'Vaccine Passports' are just ID cards under the guise of 'Health' They are something Government in this Country have been wanting for decades and are just using Covid as an excuse.,mandatory 
2747,1377078579155046401t,"@MichealMartinTD You're right, people no longer look forward to getting the vaccine because it means nothing now. Can't travel... Can't move.... What's the point? No benefit",unnecessary 
2748,1288154797678501891t,"@VincentRK @deeporfunny As long as trump's there no one's gonna trust anything that comes out. More than half the country, including myself won't take a damn thing nor trust a word that comes out under this admin. I'm betting right now that's going to be the October surprise, a half baked vaccine! #GOTV  https://t.co/fybo0g9CaW",political 
2749,1354195872687468544t,"@Nick_Pye Don’t care... business as usual for me, no mask, no restrictions, see friends and family 😁 and stick ya vaccine where the sun don’t shine 👍👍",none
2750,1351660929428160512t,THERE IS #RISK #Norway warns of vaccine risks for sick people over 80 @salhaj @DrTedros The Norwegian Medicines Agency issued this warning after 23 deaths were reported “associated” with Pfizer's coronavirus vaccine. https://t.co/o8zPM7m34J via @portalmvd,side-effect 
